action,month,day,hour,count,sum,avg,std,step
DEBIT,10,8,15,416,2561831.76,6158.249423,20161.5951,207
DEBIT,10,8,16,522,2414062.35,4624.640517,11902.15198,208
DEBIT,10,8,17,486,1975305.39,4064.414383,7339.290928,209
DEBIT,10,8,18,502,2364854.97,4710.866474,11229.29689,210
DEBIT,10,8,19,604,3142779.63,5203.277533,15021.97845,211
DEBIT,10,8,20,849,4395539.07,5177.313392,13270.10653,212
DEBIT,10,8,21,634,3188285,5028.840694,12441.96646,213
DEBIT,10,8,22,564,3751770.65,6652.075621,14393.32244,214
DEBIT,10,8,23,601,2269446.72,3776.117671,9411.816533,215
DEBIT,10,9,0,465,1254076.78,2696.939312,4533.502942,216
DEBIT,10,9,1,479,1463748.41,3055.842192,4423.341653,217
DEBIT,10,9,12,33,159864,4844.363636,3016.595449,228
DEBIT,10,9,13,94,478224.87,5087.498617,11822.78176,229
DEBIT,10,9,14,35,111829.49,3195.128286,2572.973853,230
DEBIT,10,9,15,261,1246366.35,4775.35,9341.211562,231
DEBIT,10,9,16,528,3433978.7,6503.747538,17067.12979,232
DEBIT,10,9,18,759,4483925,5907.674572,12954.78904,234
DEBIT,10,9,19,1332,10678683.25,8017.029467,16131.40426,235
DEBIT,10,9,20,1014,9973588.18,9835.885779,26568.32627,236
DEBIT,10,9,21,843,7244257.41,8593.42516,25605.42214,237
DEBIT,10,9,22,640,7831792.87,12237.17636,35100.74941,238
DEBIT,10,9,23,580,7006843.44,12080.76455,32738.5102,239
DEBIT,10,10,0,510,2820582.37,5530.553667,15997.16013,240
DEBIT,10,10,1,342,694500.06,2030.70193,1439.454219,241
DEBIT,10,10,2,31,93402.52,3012.984516,1696.837786,242
DEBIT,10,10,12,23,126972.07,5520.524783,5814.776129,252
DEBIT,10,10,13,200,4491421.49,22457.10745,50769.35679,253
DEBIT,10,10,14,188,864344.11,4597.575053,6137.295071,254
DEBIT,10,10,15,266,1293160.58,4861.50594,10152.72116,255
DEBIT,10,10,16,431,3325183.28,7715.042413,9884.816536,256
DEBIT,10,10,17,311,1379139.33,4434.531608,9937.026114,257
DEBIT,10,10,18,369,1531522.73,4150.468103,5081.632964,258
DEBIT,10,10,19,1041,4457440.61,4281.883391,5729.057077,259
DEBIT,10,10,20,690,2897783.87,4199.686768,5957.127206,260
DEBIT,10,10,21,499,2296740.27,4602.685912,7251.530725,261
DEBIT,10,10,22,521,1934040.73,3712.170307,4469.781989,262
DEBIT,10,10,23,650,2780053.38,4277.0052,7967.552096,263
DEBIT,10,11,0,419,1505242.94,3592.465251,4630.076875,264
DEBIT,10,11,1,251,775549.1,3089.837052,2122.135631,265
DEBIT,10,11,2,161,524320.57,3256.649503,2401.560068,266
DEBIT,10,11,3,2,9589.65,4794.825,1670.155,267
DEBIT,10,11,13,4,9460.5,2365.125,1144.493278,277
DEBIT,10,11,15,2,9127.78,4563.89,24.91,279
DEBIT,10,11,17,264,1713983.08,6492.360152,9486.500677,281
DEBIT,10,11,18,493,3292238.51,6677.96858,11269.38762,282
DEBIT,10,11,19,682,6930278.46,10161.69862,12875.00086,283
DEBIT,10,11,20,770,6639993.98,8623.368805,17051.60193,284
DEBIT,10,11,21,698,4616779,6614.296562,12305.00173,285
DEBIT,10,11,22,647,2447288.26,3782.516631,4858.437688,286
DEBIT,10,11,23,571,2569357.54,4499.750508,5272.373494,287
DEBIT,10,12,0,436,1406995.68,3227.054312,3337.869705,288
DEBIT,10,12,1,322,985653.63,3061.036118,2319.946302,289
DEBIT,10,12,2,87,362040.58,4161.385977,3145.392611,290
DEBIT,10,12,3,3,9510.62,3170.206667,1381.469407,291
DEBIT,10,12,13,123,652941.9,5308.470732,10339.46324,301
DEBIT,10,12,14,213,749227.29,3517.499014,3617.505957,302
DEBIT,10,12,15,162,823563.98,5083.728272,4858.380119,303
DEBIT,10,12,16,272,1138218.67,4184.627463,4516.431205,304
DEBIT,10,12,17,822,3951503.97,4807.182445,5620.910515,305
DEBIT,10,12,18,971,4588892.53,4725.944933,6931.960203,306
DEBIT,10,12,19,809,4405118.73,5445.140581,7176.487187,307
DEBIT,10,12,20,1016,4982312.5,4903.850886,10144.90879,308
DEBIT,10,12,21,684,3216957.05,4703.153582,6882.464305,309
DEBIT,10,12,22,612,3631696.94,5934.145327,8893.097151,310
DEBIT,10,12,23,705,2877396.79,4081.413887,6531.456537,311
DEBIT,10,13,0,364,979700.69,2691.485412,3335.958579,312
DEBIT,10,13,1,243,913822.29,3760.585556,2793.743429,313
DEBIT,10,13,2,106,329295.33,3106.559717,4008.413762,314
DEBIT,10,13,11,25,200644.4,8025.776,9530.159644,323
DEBIT,10,13,12,31,247948.97,7998.353871,5554.57674,324
DEBIT,10,13,13,33,140650.35,4262.131818,3264.676683,325
DEBIT,10,13,14,57,212099.58,3721.045263,4113.575376,326
DEBIT,10,13,17,256,1918958.22,7495.930547,7681.018856,329
DEBIT,10,13,18,593,2337285.31,3941.459207,5354.39168,330
DEBIT,10,13,19,649,2776383.16,4277.940154,7391.871617,331
DEBIT,10,13,20,982,4572382.78,4656.194277,6964.267525,332
DEBIT,10,13,21,668,2768214.92,4144.034311,6004.809918,333
DEBIT,10,13,22,770,2897859.37,3763.453727,8473.413537,334
DEBIT,10,13,23,706,2406391.67,3408.486785,6998.98245,335
DEBIT,10,14,0,390,982686.92,2519.710051,4644.789259,336
DEBIT,10,14,1,71,223409.07,3146.60662,2392.069607,337
DEBIT,10,14,2,150,410708.1,2738.054,2086.085306,338
DEBIT,10,14,13,47,160585.38,3416.710213,2414.082565,349
DEBIT,10,14,14,36,146833.32,4078.703333,2730.233253,350
DEBIT,10,14,18,569,2505673.34,4403.643831,8525.068895,354
DEBIT,10,14,19,718,2838821.55,3953.79046,6343.747939,355
DEBIT,10,14,20,835,4405137.97,5275.614335,14314.68606,356
DEBIT,10,14,21,840,2973775.68,3540.209143,2801.070829,357
DEBIT,10,14,22,607,1793443.4,2954.601977,2525.727797,358
DEBIT,10,14,23,788,6407789.45,8131.7125,8509.555366,359
DEBIT,10,15,0,421,860003.57,2042.763824,1369.173772,360
DEBIT,10,15,1,246,313470.97,1274.272236,885.7132906,361
DEBIT,10,15,2,117,465467.02,3978.350598,3108.949905,362
DEBIT,10,15,12,19,59400.91,3126.363684,1952.992249,372
DEBIT,10,15,13,43,281064.44,6536.382326,4822.242209,373
DEBIT,10,15,14,26,80599.41,3099.977308,2085.170552,374
DEBIT,10,15,15,101,454017.04,4495.218218,3448.01165,375
DEBIT,10,15,16,40,227350.79,5683.76975,4528.273994,376
DEBIT,10,15,19,33,96576.12,2926.549091,1705.871563,379
DEBIT,10,15,20,252,1639942.99,6507.710278,4526.903967,380
DEBIT,10,15,21,270,2323203.4,8604.457037,6802.225877,381
DEBIT,10,15,22,277,763292.23,2755.567617,1856.821287,382
DEBIT,10,15,23,389,1216511.12,3127.277943,2284.714405,383
DEBIT,10,16,0,358,1299469.48,3629.803017,2524.554039,384
DEBIT,10,16,1,223,701581.17,3146.103901,2279.388489,385
DEBIT,10,16,2,156,437814.9,2806.505769,1961.166269,386
DEBIT,10,16,10,123,608859.55,4950.077642,3527.448916,394
DEBIT,10,16,12,58,201593.55,3475.750862,2392.092233,396
DEBIT,10,16,13,65,283912.52,4367.884923,2936.03075,397
DEBIT,10,16,19,80,172862.67,2160.783375,1462.207056,403
DEBIT,10,16,20,297,653016.26,2198.707946,1506.690313,404
DEBIT,10,16,21,377,853880.53,2264.935093,1448.278973,405
DEBIT,10,16,22,422,1421678.4,3368.906161,2316.555214,406
DEBIT,10,16,23,540,1486719.03,2753.183389,1906.038226,407
DEBIT,10,17,0,837,2624707.25,3135.850956,2192.697213,408
DEBIT,10,17,1,75,76006.66,1013.422133,537.7983749,409
DEBIT,10,17,5,14,19072.17,1362.297857,1175.880689,413
DEBIT,10,17,8,95,244884.27,2577.729158,1723.358024,416
DEBIT,10,17,11,34,52427.94,1541.998235,1096.625014,419
DEBIT,10,17,12,77,167571.76,2176.256623,1459.725876,420
DEBIT,10,17,14,42,129697.53,3088.036429,1961.913512,422
DEBIT,10,17,15,30,58141.95,1938.065,923.8804891,423
DEBIT,10,17,18,150,288869.06,1925.793733,1305.876925,426
DEBIT,10,17,20,65,206868.32,3182.589538,2442.418234,428
DEBIT,10,17,21,66,238625.59,3615.539242,2591.190955,429
DEBIT,10,17,23,87,141856.36,1630.532874,1075.748525,431
DEBIT,10,18,4,15,37049.49,2469.966,1151.970604,436
DEBIT,10,18,7,37,77435.37,2092.847838,1153.981599,439
DEBIT,10,18,10,18,118304.38,6572.465556,5147.29572,442
DEBIT,10,18,13,2,4210.62,2105.31,1405.51,445
DEBIT,10,18,16,47,98979.11,2105.938511,1580.488669,448
DEBIT,10,18,17,30,48496.57,1616.552333,1243.077882,449
DEBIT,10,18,19,41,52492.98,1280.316585,763.2676559,451
DEBIT,10,18,20,3,4208.45,1402.816667,1075.630211,452
DEBIT,10,18,21,3,10755.1,3585.033333,360.6708594,453
DEBIT,10,18,22,3,2517.5,839.1666667,671.69496,454
DEBIT,10,18,23,29,49177.6,1695.77931,1224.276873,455
DEBIT,10,19,2,87,97591.58,1121.742299,727.3487711,458
DEBIT,10,19,4,6,96701.31,16116.885,9328.151865,460
DEBIT,10,19,5,12,6460.72,538.3933333,211.0620509,461
DEBIT,10,19,10,36,106065.98,2946.277222,1789.775589,466
DEBIT,10,19,13,147,502970.09,3421.565238,2477.075751,469
DEBIT,10,19,15,49,64400.25,1314.290816,915.9601603,471
DEBIT,10,19,18,48,61030.55,1271.469792,734.6451981,474
DEBIT,10,19,20,95,197839.08,2082.516632,1402.346508,476
DEBIT,10,19,22,81,101408.5,1251.95679,699.0850806,478
DEBIT,10,19,23,64,131940.05,2061.563281,1184.963757,479
DEBIT,10,20,3,16,19302.48,1206.405,415.8143762,483
DEBIT,10,20,7,64,247385.57,3865.399531,2412.369534,487
DEBIT,10,20,10,43,7439306.84,173007.1358,96782.51767,490
DEBIT,10,20,12,106,304307.84,2870.828679,2044.609045,492
DEBIT,10,20,13,28,129461.16,4623.612857,2353.833482,493
DEBIT,10,20,15,57,123306.54,2163.272632,1375.930937,495
DEBIT,10,20,16,13,29519.98,2270.767692,1631.649117,496
DEBIT,10,20,20,124,142006.48,1145.213548,700.9419477,500
DEBIT,10,20,22,10,25623.29,2562.329,1733.037714,502
DEBIT,10,20,23,75,88918.37,1185.578267,607.8531028,503
DEBIT,10,21,1,153,149120.62,974.6445752,700.2932615,505
DEBIT,10,21,5,16,14403.85,900.240625,485.6539037,509
DEBIT,10,21,10,137,403268.23,2943.563723,1807.596814,514
DEBIT,10,21,13,17,44531.51,2619.500588,1666.352851,517
DEBIT,10,21,14,66,176575.5,2675.386364,1994.876598,518
DEBIT,10,21,16,62,180617.07,2913.178548,2051.69849,520
DEBIT,10,21,18,473,1760341.32,3721.651839,2622.050588,522
DEBIT,10,21,20,90,199538.67,2217.096333,1361.07143,524
DEBIT,10,21,21,420,912715.34,2173.131762,1361.942701,525
DEBIT,10,21,22,179,796778.64,4451.277318,3315.372707,526
DEBIT,10,21,23,171,567700.6,3319.88655,2118.76452,527
DEBIT,10,22,0,80,124743.13,1559.289125,1115.527857,528
DEBIT,10,22,1,4,7133.38,1783.345,762.9198036,529
DEBIT,10,22,2,94,162566.42,1729.43,1085.597844,530
DEBIT,10,22,3,39,57147.13,1465.311026,734.5742746,531
DEBIT,10,22,4,13,13939.92,1072.301538,355.4702857,532
DEBIT,10,22,6,57,72578.52,1273.307368,744.9692711,534
DEBIT,10,22,10,60,275227.88,4587.131333,3356.889777,538
DEBIT,10,22,12,114,690886.03,6060.403772,3948.386336,540
DEBIT,10,22,14,97,275595.63,2841.192062,1808.399991,542
DEBIT,10,22,16,119,713218.52,5993.432941,4009.226259,544
DEBIT,10,22,18,93,239494.94,2575.214409,1690.26043,546
DEBIT,10,22,20,111,918225.04,8272.297658,5679.641124,548
DEBIT,10,22,21,26,65393.89,2515.149615,1818.846729,549
DEBIT,10,22,22,283,927682.53,3278.030141,2349.127502,550
DEBIT,10,22,23,48,79376.52,1653.6775,991.1481858,551
DEBIT,10,23,0,117,146505.76,1252.185983,724.3682771,552
DEBIT,10,23,3,11,11123.37,1011.215455,501.9117128,555
DEBIT,10,23,13,91,357424.5,3927.741758,2309.536507,565
DEBIT,10,23,15,94,134264.06,1428.341064,903.1356658,567
DEBIT,10,23,19,60,104248.42,1737.473667,1181.876301,571
DEBIT,10,23,21,111,332376.15,2994.37973,2198.786092,573
DEBIT,10,23,22,103,355501.01,3451.466117,2739.909275,574
DEBIT,10,24,0,72,225273.73,3128.801806,2382.387389,576
DEBIT,10,24,1,41,124095.72,3026.724878,2051.022745,577
DEBIT,10,24,2,41,68808.59,1678.258293,1108.487202,578
DEBIT,10,24,4,4,2198.02,549.505,247.0552989,580
DEBIT,10,24,6,38,216116.72,5687.282105,3534.096503,582
DEBIT,10,24,9,8,25639.16,3204.895,2714.674086,585
DEBIT,10,24,14,224,631258.1,2818.116518,1986.377887,590
DEBIT,10,24,16,214,461874.79,2158.293411,1467.985296,592
DEBIT,10,24,18,34,116922.39,3438.893824,2014.73933,594
DEBIT,10,24,20,222,416282.64,1875.147027,1142.579767,596
DEBIT,10,24,21,51,125206.5,2455.029412,1688.805933,597
DEBIT,10,24,22,33,31563.22,956.4612121,559.2566548,598
DEBIT,10,24,23,86,133643.11,1553.989651,946.5312251,599
DEBIT,10,25,1,141,379930.72,2694.544113,1996.657794,601
DEBIT,10,25,8,21,35756.27,1702.679524,909.2894652,608
DEBIT,10,25,10,44,168409.01,3827.4775,2374.238567,610
DEBIT,10,25,12,83,119623.38,1441.245542,808.8350187,612
DEBIT,10,25,14,30,177950.21,5931.673667,4246.081671,614
DEBIT,10,25,17,54,84760.78,1569.644074,953.2894886,617
DEBIT,10,25,19,90,134650.94,1496.121556,900.3823583,619
DEBIT,10,25,21,11,24697.63,2245.239091,1490.81333,621
DEBIT,10,26,6,5,4012.74,802.548,578.781295,630
DEBIT,10,26,13,62,76222.73,1229.398871,687.8780636,637
DEBIT,10,26,16,12,9181.14,765.095,275.8616664,640
DEBIT,10,26,18,14,12179.28,869.9485714,478.462202,642
DEBIT,10,26,20,47,92199.34,1961.688085,1136.089435,644
DEBIT,10,27,1,56,129857.08,2318.876429,1936.960693,649
DEBIT,10,27,8,50,120730.13,2414.6026,1485.13026,656
DEBIT,10,27,11,49,170337.23,3476.27,2204.443316,659
DEBIT,10,27,13,77,657524.88,8539.284156,6338.315974,661
DEBIT,10,27,16,30,37231.14,1241.038,713.3261608,664
DEBIT,10,27,19,15,19231.78,1282.118667,909.0329634,667
DEBIT,10,27,21,9,10555.06,1172.784444,612.9865219,669
DEBIT,10,27,22,93,153937.21,1655.238817,993.1169438,670
DEBIT,10,28,0,10,13158.73,1315.873,814.8882184,672
DEBIT,10,28,1,58,129644.32,2235.246897,1520.718697,673
DEBIT,10,28,3,3,2355.1,785.0333333,522.0485269,675
DEBIT,10,28,7,3,19872.79,6624.263333,4700.297146,679
DEBIT,10,28,9,88,625447.13,7107.35375,4213.056809,681
DEBIT,10,28,12,99,368373.19,3720.941313,2530.612442,684
DEBIT,10,28,15,28,112314.24,4011.222857,2798.554289,687
DEBIT,10,28,16,217,595190.3,2742.812442,1956.01947,688
DEBIT,10,28,19,71,222938.45,3139.978169,1857.04914,691
DEBIT,10,28,20,136,419130.37,3081.840956,2129.38271,692
DEBIT,10,28,22,127,469795.6,3699.177953,2606.614475,694
DEBIT,10,28,23,355,1253983.68,3532.348394,2346.576453,695
DEBIT,10,29,2,2,1095.42,547.71,352.75,698
DEBIT,10,29,3,2,963.25,481.625,369.885,699
DEBIT,10,29,9,70,438414.27,6263.061,4633.794461,705
DEBIT,10,29,11,6,19909.5,3318.25,1668.709594,707
DEBIT,10,29,13,117,423637.42,3620.83265,2468.620835,709
DEBIT,10,29,14,89,379819.6,4267.635955,2955.818449,710
DEBIT,10,29,18,28,112076.4,4002.728571,2312.21826,714
DEBIT,10,29,19,70,438833.27,6269.046714,4655.321905,715
DEBIT,10,29,20,3,27709.72,9236.573333,4768.76732,716
DEBIT,10,29,21,42,110377.25,2628.029762,2170.242716,717
DEBIT,10,29,22,116,158580.92,1367.076897,800.615789,718
PAYMENT,10,0,1,13856,108087285.7,7800.756762,7728.255579,1
PAYMENT,10,0,2,2833,26314652.99,9288.617363,8614.307209,2
PAYMENT,10,0,3,117,960452.25,8208.99359,7419.005707,3
PAYMENT,10,0,6,5404,59328669.52,10978.65831,9476.045094,6
PAYMENT,10,0,7,33351,326459882.5,9788.608513,8967.997415,7
PAYMENT,10,0,8,81534,894045544.3,10965.30949,9797.965823,8
PAYMENT,10,0,9,113449,1400615621,12345.77317,10440.42474,9
PAYMENT,10,0,10,73904,900315798.3,12182.23369,10368.55443,10
PAYMENT,10,0,11,74077,932268980.6,12585.13413,10779.74343,11
PAYMENT,10,0,12,69618,845292149,12141.862,10605.4479,12
PAYMENT,10,0,13,75075,906542453.8,12075.15756,10747.52422,13
PAYMENT,10,0,14,85253,929788725.8,10906.22882,9234.713045,14
PAYMENT,10,0,15,95169,1061426008,11153.06463,9425.501733,15
PAYMENT,10,0,16,83222,914700881.8,10991.09468,9471.685778,16
PAYMENT,10,0,17,90024,969352768.3,10767.71492,9403.58781,17
PAYMENT,10,0,18,116351,1187968269,10210.21108,9056.872144,18
PAYMENT,10,0,19,107511,1178669163,10963.24249,10097.05598,19
PAYMENT,10,0,20,86929,1039845476,11962.00895,10871.16909,20
PAYMENT,10,0,21,74716,892719699.9,11948.17308,10806.22665,21
PAYMENT,10,0,22,61126,746088853.4,12205.75293,10951.14758,22
PAYMENT,10,0,23,35975,446684622.6,12416.52877,10878.72571,23
PAYMENT,10,1,0,16428,205020808,12479.96153,10808.20615,24
PAYMENT,10,1,1,8906,104414084,11724.01572,10828.83947,25
PAYMENT,10,1,2,2134,22385179.29,10489.77474,10855.36843,26
PAYMENT,10,1,3,211,2017785.1,9562.962559,11819.04116,27
PAYMENT,10,1,10,9601,128246752.7,13357.64532,11758.64793,34
PAYMENT,10,1,11,45425,595212972.9,13103.20249,11790.20139,35
PAYMENT,10,1,12,94261,1233839384,13089.60635,11871.00489,36
PAYMENT,10,1,13,54807,671695231.1,12255.64674,11309.58575,37
PAYMENT,10,1,14,50131,538889726.5,10749.6305,9251.553552,38
PAYMENT,10,1,15,29307,312399579.7,10659.55504,9340.959444,39
PAYMENT,10,1,16,83435,884859577.2,10605.37637,9302.464196,40
PAYMENT,10,1,17,76070,756567851.2,9945.679653,8907.127039,41
PAYMENT,10,1,18,91194,894468947.4,9808.418837,8919.606127,42
PAYMENT,10,1,19,94589,1121019930,11851.48305,11180.43661,43
PAYMENT,10,1,20,83586,1133171925,13556.9584,12707.47326,44
PAYMENT,10,1,21,68949,950252238.6,13781.95824,12867.27101,45
PAYMENT,10,1,22,62929,845157427.7,13430.33304,12696.71847,46
PAYMENT,10,1,23,46079,580764038.6,12603.65977,11759.68583,47
PAYMENT,10,2,0,33314,410613204.2,12325.54494,11624.98703,48
PAYMENT,10,2,1,4064,47665698.23,11728.76433,12042.89516,49
PAYMENT,10,3,21,18945,250068481.2,13199.70869,12246.59316,93
PAYMENT,10,3,22,49571,651723559.3,13147.2748,12347.47534,94
PAYMENT,10,3,23,39684,538976485.4,13581.70763,12337.90529,95
PAYMENT,10,4,0,36369,453892143.6,12480.19312,12901.73445,96
PAYMENT,10,4,1,3153,42245623.9,13398.54865,13047.04482,97
PAYMENT,10,4,23,32801,425044696.4,12958.2847,12413.94696,119
PAYMENT,10,5,0,17239,218032472.7,12647.62879,12159.96412,120
PAYMENT,10,5,1,6163,88392015.44,14342.36824,12462.74888,121
PAYMENT,10,5,2,1735,20295490.22,11697.68889,12522.49395,122
PAYMENT,10,5,3,156,1976758.91,12671.53147,13263.9198,123
PAYMENT,10,5,12,68,977894,14380.79412,12683.99051,132
PAYMENT,10,5,13,16859,254267301.3,15081.99189,13352.10186,133
PAYMENT,10,5,14,35448,515292823.2,14536.58382,13032.46108,134
PAYMENT,10,5,15,31649,422242753.9,13341.42481,11698.33735,135
PAYMENT,10,5,16,55783,711605691.5,12756.67661,11395.02275,136
PAYMENT,10,5,17,61428,805681140.8,13115.86151,11574.96087,137
PAYMENT,10,5,18,51647,644275446.2,12474.59574,11057.71467,138
PAYMENT,10,5,19,113018,1334620506,11808.91987,10349.88547,139
PAYMENT,10,5,20,86423,1015117621,11745.91973,10055.78845,140
PAYMENT,10,5,21,71507,832405994.3,11640.90221,10116.39762,141
PAYMENT,10,5,22,60487,712537558.5,11780.01155,10048.74703,142
PAYMENT,10,5,23,41667,434364156.3,10424.65635,9463.874563,143
PAYMENT,10,6,0,20809,235009652.6,11293.65431,9764.849142,144
PAYMENT,10,6,1,6034,61768885.84,10236.80574,9144.761267,145
PAYMENT,10,6,2,2107,21251474.53,10086.12935,8901.56177,146
PAYMENT,10,6,3,409,4275264.78,10452.97012,9521.885812,147
PAYMENT,10,6,11,10037,122656766.3,12220.46092,10306.37508,155
PAYMENT,10,6,13,28190,334734756.3,11874.23754,10282.05475,157
PAYMENT,10,6,14,36327,431919291.3,11889.75944,10309.98924,158
PAYMENT,10,6,15,41036,492924086.1,12011.99157,10546.59127,159
PAYMENT,10,6,16,42231,507146634.5,12008.87108,10611.96006,160
PAYMENT,10,6,17,65481,766387080.6,11703.96116,10490.67002,161
PAYMENT,10,6,18,83749,973589867.6,11625.09245,10706.40133,162
PAYMENT,10,6,19,89429,1046500717,11702.02862,10839.39322,163
PAYMENT,10,6,20,92296,1154985197,12513.92473,11339.87917,164
PAYMENT,10,6,21,72712,922077597.2,12681.23002,11619.66106,165
PAYMENT,10,6,22,58370,733826778.5,12571.98524,11949.95199,166
PAYMENT,10,6,23,42230,509533438.8,12065.67461,11851.95751,167
PAYMENT,10,7,0,21564,239680626.4,11114.85004,10992.3272,168
PAYMENT,10,7,1,7612,88978119.58,11689.1907,10492.86214,169
PAYMENT,10,7,2,2744,30685101.57,11182.61719,10577.46143,170
PAYMENT,10,7,13,17972,248303771.9,13816.14578,12840.511,181
PAYMENT,10,7,14,42152,533626420.6,12659.57536,11578.14255,182
PAYMENT,10,7,15,44849,560316147.6,12493.39222,11687.32192,183
PAYMENT,10,7,16,48871,598800273.3,12252.67077,11843.72297,184
PAYMENT,10,7,17,70840,828218440.1,11691.39526,11740.71325,185
PAYMENT,10,7,18,86438,937404449.3,10844.81882,11224.20336,186
PAYMENT,10,7,19,95769,928794558.7,9698.279805,9839.399819,187
PAYMENT,10,7,20,91907,922942726.5,10042.13745,10163.0207,188
PAYMENT,10,7,21,74743,756859536.3,10126.15946,9961.106109,189
PAYMENT,10,7,22,63246,636541301.2,10064.53058,9981.822625,190
PAYMENT,10,7,23,48648,462864006.1,9514.553653,9861.935439,191
PAYMENT,10,8,0,24410,236183598.4,9675.690225,9794.84855,192
PAYMENT,10,8,1,8443,166859516.9,19763.06016,23693.03243,193
PAYMENT,10,8,2,2904,25622588.45,8823.205389,8994.231805,194
PAYMENT,10,8,3,532,5426300.11,10199.81224,10022.81954,195
PAYMENT,10,8,12,8504,88859852.21,10449.183,10587.97347,204
PAYMENT,10,8,13,28692,310985277.4,10838.7452,10739.792,205
PAYMENT,10,8,14,30033,322283612.6,10730.98301,10837.58903,206
PAYMENT,10,8,15,33994,382301820.7,11246.15581,11780.11512,207
PAYMENT,10,8,16,46613,530734356.9,11385.97295,12303.07624,208
PAYMENT,10,8,17,47919,578225594.4,12066.72916,13313.73551,209
PAYMENT,10,8,18,57527,760328440,13216.89711,14400.56818,210
PAYMENT,10,8,19,64166,1016637585,15843.86723,16067.86262,211
PAYMENT,10,8,20,83985,1380199078,16433.87603,16169.30031,212
PAYMENT,10,8,21,70853,1091250625,15401.61496,15140.02615,213
PAYMENT,10,8,22,54429,725727932.6,13333.47907,13148.09572,214
PAYMENT,10,8,23,42542,503209389.7,11828.53156,11533.58474,215
PAYMENT,10,9,0,23948,261774879.6,10930.97042,10976.38934,216
PAYMENT,10,9,1,18206,192543025.3,10575.80058,11303.84913,217
PAYMENT,10,9,12,6242,92075593.08,14750.97614,13843.81411,228
PAYMENT,10,9,13,11255,162573075.8,14444.52029,12966.6383,229
PAYMENT,10,9,14,5026,66202662.18,13172.03784,11811.73407,230
PAYMENT,10,9,15,27178,372178402.3,13694.10561,12565.7668,231
PAYMENT,10,9,16,47707,658663594.2,13806.43499,12965.86268,232
PAYMENT,10,9,18,67418,953029304.4,14136.12543,13357.11268,234
PAYMENT,10,9,19,106569,1583627931,14860.11815,14028.43253,235
PAYMENT,10,9,20,88593,1429928027,16140.41772,14957.77383,236
PAYMENT,10,9,21,70489,1051181843,14912.70756,14602.16826,237
PAYMENT,10,9,22,54014,735762572.9,13621.70128,13624.67259,238
PAYMENT,10,9,23,46132,548526880.1,11890.37718,12246.2447,239
PAYMENT,10,10,0,23597,277263677.6,11749.95455,11590.03501,240
PAYMENT,10,10,1,10447,98230259.07,9402.724138,10178.78047,241
PAYMENT,10,10,2,2824,26074862.18,9233.308137,9214.357845,242
PAYMENT,10,10,12,5095,69474726.62,13635.86391,12652.30357,252
PAYMENT,10,10,13,18212,248027779.5,13618.92046,13342.96616,253
PAYMENT,10,10,14,21795,255812953.4,11737.23117,10807.40915,254
PAYMENT,10,10,15,31716,355769298.2,11217.3445,10668.8358,255
PAYMENT,10,10,16,37880,425709645.9,11238.37502,10967.13662,256
PAYMENT,10,10,17,31112,334465851,10750.38091,10758.48085,257
PAYMENT,10,10,18,40177,437684721.9,10893.91248,11011.18346,258
PAYMENT,10,10,19,100904,1081379762,10716.91669,10974.61078,259
PAYMENT,10,10,20,84075,924303984.8,10993.80297,11044.5952,260
PAYMENT,10,10,21,68714,739028312.4,10755.1345,11110.096,261
PAYMENT,10,10,22,53825,564628848.5,10490.08543,11135.00799,262
PAYMENT,10,10,23,43967,467039557,10622.50226,12228.39377,263
PAYMENT,10,11,0,23294,247809815.4,10638.35389,12454.81753,264
PAYMENT,10,11,1,8502,88950104.1,10462.25642,12337.50528,265
PAYMENT,10,11,2,3811,37283118.77,9783.027754,11504.82911,266
PAYMENT,10,11,3,390,4681826.58,12004.68354,14274.54182,267
PAYMENT,10,11,12,5,32019.15,6403.83,6586.128304,276
PAYMENT,10,11,13,812,11112467.28,13685.30453,13594.57864,277
PAYMENT,10,11,15,293,3293486.24,11240.56737,10418.17098,279
PAYMENT,10,11,17,25259,346315203.8,13710.56668,13933.20906,281
PAYMENT,10,11,18,47896,713207282.9,14890.74835,14776.88797,282
PAYMENT,10,11,19,63154,1122876948,17779.98144,16635.06939,283
PAYMENT,10,11,20,81122,1519463250,18730.59405,16927.01781,284
PAYMENT,10,11,21,64940,1079739249,16626.7208,15618.83115,285
PAYMENT,10,11,22,55634,844760960.4,15184.25712,14916.60472,286
PAYMENT,10,11,23,39690,688221689.8,17339.92668,15164.68481,287
PAYMENT,10,12,0,23369,582920155.2,24944.16343,25668.76178,288
PAYMENT,10,12,1,7243,100414535,13863.66629,15195.72601,289
PAYMENT,10,12,2,2256,29142844.16,12917.92738,14718.43558,290
PAYMENT,10,12,3,144,2023786.78,14054.07486,16531.63882,291
PAYMENT,10,12,13,10022,179349966.6,17895.62628,16357.8927,301
PAYMENT,10,12,14,20538,326188390.4,15882.18865,14043.16761,302
PAYMENT,10,12,15,15358,271411936.6,17672.34904,16332.44465,303
PAYMENT,10,12,16,25328,393223941.7,15525.26618,13285.22977,304
PAYMENT,10,12,17,65676,1046411147,15932.93055,13746.74311,305
PAYMENT,10,12,18,86365,1324524304,15336.35506,13489.40306,306
PAYMENT,10,12,19,82480,1395964056,16924.87944,14883.74048,307
PAYMENT,10,12,20,92647,1640561439,17707.65852,15470.34782,308
